         300         300
     0.500000     0.500000
      0.00000      0.00000      925.000
    -0.628319    -0.157080
      2.63124      3.30305      3.97810      4.65613      5.33691      6.02024
      6.70593      7.39369      8.08330      8.77452      9.46711      10.1608
      10.8554      11.5506      12.2461      12.9417      13.6370      14.3318
      15.0259      15.7188      16.4103      17.1001      17.7878      18.4730
      19.1555      19.8348      20.5106      21.1825      21.8500      22.5127
      23.1702      23.8220      24.4676      25.1065      25.7382      26.3622
      26.9778      27.5845      28.1817      28.7687      29.3450      29.9097
      30.4622      31.0018      31.5279      32.0395      32.5360      33.0168
      33.4809      33.9276      34.3563      34.7663      35.1570      35.5277
      35.8779      36.2073      36.5154      36.8020      37.0671      37.3108
      37.5332      37.7349      37.9165      38.0790      38.2236      38.3517
      38.4651      38.5658      38.6562      38.7390      38.8171      38.8938
      38.9726      39.0574      39.1520      39.2608      39.3881      39.5383
      39.7160      39.9256      40.1717      40.4587      40.7909      41.1724
      41.6073      42.0993      42.6521      43.2688      43.9528      44.7068
      45.5336      46.4358      47.4156      48.4755      49.6175      50.8440
      52.1569      53.5586      55.0513      56.6374      58.3196      60.1004
      61.9830      63.9704      66.0661      68.2740      70.5979      73.0422
      75.6113      78.3102      81.1439      84.1176      87.2367      90.5070
      93.9338      97.5229      101.280      105.210      109.319      113.612
      118.092      122.764      127.630      132.693      137.954      143.413
      149.069      154.918      160.957      167.179      173.576      180.138
      186.852      193.705      200.680      207.757      214.916      222.134
      229.386      236.645      243.884      251.072      258.180      265.176
      272.030      278.710      285.185      291.427      297.407      303.099
      308.477      313.521      318.209      322.526      326.457      329.992
      333.122      335.843      338.152      340.051      341.543      342.634
      343.333      343.650      343.597      343.187      342.437      341.362
      339.978      338.303      336.355      334.152      331.710      329.049
      326.185      323.135      319.914      316.540      313.025      309.386
      305.634      301.783      297.844      293.829      289.746      285.607
      281.418      277.189      272.927      268.638      264.328      260.003
      255.667      251.325      246.982      242.640      238.303      233.973
      229.655      225.349      221.058      216.784      212.529      208.294
      204.081      199.891      195.726      191.586      187.474      183.390
      179.335      175.310      171.317      167.356      163.428      159.535
      155.677      151.855      148.071      144.325      140.619      136.952
      133.327      129.744      126.204      122.707      119.256      115.849
      112.490      109.177      105.911      102.695      99.5269      96.4087
      93.3406      90.3232      87.3568      84.4418      81.5786      78.7674
      76.0085      73.3021      70.6482      68.0471      65.4985      63.0027
      60.5594      58.1686      55.8301      53.5438      51.3092      49.1262
      46.9945      44.9137      42.8833      40.9030      38.9722      37.0905
      35.2574      33.4723      31.7347      30.0440      28.3995      26.8006
      25.2468      23.7373      22.2715      20.8487      19.4682      18.1293
      16.8313      15.5735      14.3553      13.1757      12.0343      10.9302
      9.86265      8.83106      7.83466      6.87269      5.94450      5.04940
      4.18660      3.35547      2.55530      1.78538      1.04512     0.333726
    -0.349357     -1.00488     -1.63342     -2.23565     -2.81220     -3.36368
     -3.89075     -4.39396     -4.87391     -5.33125     -5.76648     -6.18023
      2.66464      3.33290      4.00422      4.67838      5.35516      6.03435
      6.71571      7.39899      8.08397      8.77040      9.45803      10.1466
      10.8359      11.5256      12.2155      12.9052      13.5946      14.2832
      14.9708      15.6572      16.3419      17.0247      17.7051      18.3829
      19.0577      19.7291      20.3967      21.0600      21.7188      22.3724
      23.0205      23.6626      24.2981      24.9266      25.5474      26.1600
      26.7638      27.3583      27.9426      28.5162      29.0784      29.6284
      30.1655      30.6890      31.1979      31.6917      32.1693      32.6300
      33.0731      33.4976      33.9029      34.2880      34.6524      34.9953
      35.3162      35.6144      35.8897      36.1417      36.3703      36.5755
      36.7576      36.9170      37.0543      37.1706      37.2670      37.3451
      37.4068      37.4542      37.4899      37.5168      37.5379      37.5569
      37.5775      37.6038      37.6403      37.6912      37.7615      37.8558
      37.9789      38.1358      38.3312      38.5698      38.8562      39.1947
      39.5895      40.0446      40.5635      41.1497      41.8064      42.5365
      43.3427      44.2275      45.1931      46.2420      47.3762      48.5979
      49.9091      51.3121      52.8091      54.4026      56.0953      57.8899
      59.7895      61.7975      63.9177      66.1540      68.5107      70.9924
      73.6041      76.3510      79.2388      82.2732      85.4602      88.8059
      92.3167      95.9990      99.8589      103.903      108.136      112.565
      117.194      122.028      127.071      132.325      137.792      143.472
      149.364      155.467      161.774      168.280      174.976      181.851
      188.893      196.086      203.412      210.850      218.378      225.971
      233.601      241.240      248.857      256.419      263.894      271.247
      278.445      285.454      292.242      298.774      305.023      310.958
      316.554      321.787      326.637      331.085      335.119      338.727
      341.900      344.636      346.933      348.794      350.223      351.228
      351.819      352.009      351.811      351.241      350.317      349.055
      347.476      345.597      343.439      341.021      338.362      335.480
      332.395      329.125      325.685      322.094      318.366      314.517
      310.559      306.507      302.372      298.165      293.897      289.578
      285.215      280.817      276.391      271.944      267.481      263.008
      258.530      254.050      249.573      245.103      240.641      236.192
      231.756      227.338      222.937      218.557      214.199      209.864
      205.553      201.269      197.011      192.782      188.581      184.412
      180.273      176.167      172.094      168.055      164.051      160.083
      156.153      152.260      148.407      144.594      140.821      137.091
      133.403      129.759      126.159      122.605      119.097      115.637
      112.224      108.860      105.545      102.281      99.0670      95.9044
      92.7936      89.7351      86.7292      83.7764      80.8770      78.0313
      75.2395      72.5017      69.8180      67.1885      64.6132      62.0922
      59.6251      57.2120      54.8526      52.5466      50.2939      48.0940
      45.9466      43.8514      41.8079      39.8155      37.8739      35.9825
      34.1407      32.3479      30.6036      28.9071      27.2579      25.6551
      24.0982      22.5865      21.1192      19.6957      18.3151      16.9770
      15.6803      14.4245      13.2087      12.0323      10.8945      9.79452
      8.73164      7.70515      6.71427      5.75822      4.83635      3.94787
      3.09211      2.26832      1.47579     0.713802   -0.0183205    -0.721281
     -1.39574     -2.04240     -2.66189     -3.25489     -3.82206     -4.36403
     -4.88138     -5.37482     -5.84483     -6.29215     -6.71729     -7.12084
      2.69176      3.35631      4.02377      4.69395      5.36657      6.04145
      6.71835      7.39702      8.07722      8.75872      9.44124      10.1246
      10.8084      11.4925      12.1766      12.8604      13.5436      14.2259
      14.9070      15.5866      16.2644      16.9400      17.6131      18.2833
      18.9502      19.6135      20.2727      20.9275      21.5773      22.2218
      22.8603      23.4925      24.1178      24.7356      25.3454      25.9465
      26.5384      27.1203      27.6917      28.2517      28.7996      29.3346
      29.8560      30.3629      30.8545      31.3299      31.7882      32.2286
      32.6500      33.0518      33.4328      33.7924      34.1296      34.4438
      34.7342      35.0003      35.2415      35.4574      35.6480      35.8131
      35.9529      36.0679      36.1587      36.2264      36.2721      36.2976
      36.3048      36.2959      36.2738      36.2415      36.2024      36.1603
      36.1194      36.0840      36.0588      36.0488      36.0588      36.0942
      36.1601      36.2617      36.4040      36.5921      36.8307      37.1245
      37.4779      37.8947      38.3789      38.9339      39.5628      40.2687
      41.0540      41.9214      42.8731      43.9112      45.0378      46.2550
      47.5647      48.9693      50.4710      52.0722      53.7756      55.5842
      57.5012      59.5302      61.6751      63.9401      66.3299      68.8496
      71.5044      74.3002      77.2431      80.3394      83.5957      87.0191
      90.6164      94.3946      98.3609      102.522      106.885      111.456
      116.242      121.246      126.474      131.929      137.613      143.527
      149.670      156.040      162.632      169.440      176.455      183.665
      191.057      198.613      206.314      214.139      222.062      230.056
      238.092      246.137      254.158      262.119      269.986      277.720
      285.284      292.642      299.758      306.597      313.127      319.316
      325.136      330.563      335.576      340.155      344.287      347.961
      351.169      353.909      356.181      357.989      359.338      360.239
      360.704      360.747      360.385      359.635      358.516      357.049
      355.254      353.153      350.766      348.114      345.220      342.102
      338.780      335.275      331.603      327.782      323.828      319.757
      315.584      311.321      306.981      302.575      298.114      293.608
      289.064      284.492      279.897      275.288      270.668      266.044
      261.420      256.800      252.187      247.585      242.997      238.425
      233.871      229.338      224.826      220.339      215.876      211.439
      207.030      202.649      198.298      193.977      189.688      185.431
      181.208      177.019      172.865      168.747      164.666      160.623
      156.619      152.654      148.731      144.849      141.009      137.213
      133.462      129.755      126.096      122.483      118.918      115.402
      111.936      108.520      105.155      101.842      98.5819      95.3743
      92.2201      89.1200      86.0742      83.0833      80.1473      77.2668
      74.4417      71.6724      68.9587      66.3009      63.6988      61.1524
      58.6616      56.2262      53.8459      51.5205      49.2497      47.0331
      44.8704      42.7610      40.7046      38.7005      36.7483      34.8475
      32.9973      31.1973      29.4467      27.7449      26.0913      24.4850
      22.9255      21.4119      19.9436      18.5198      17.1397      15.8026
      14.5077      13.2544      12.0416      10.8688      9.73506      8.63969
      7.58189      6.56091      5.57600      4.62632      3.71120      2.82983
      1.98151      1.16543     0.380957    -0.372720     -1.09626     -1.79040
     -2.45580     -3.09325     -3.70334     -4.28674     -4.84417     -5.37620
     -5.88354     -6.36681     -6.82662     -7.26357     -7.67830     -8.07135
      2.71252      3.37322      4.03670      4.70272      5.37108      6.04150
      6.71380      7.38771      8.06300      8.73941      9.41669      10.0946
      10.7729      11.4512      12.1294      12.8071      13.4840      14.1598
      14.8343      15.5070      16.1777      16.8460      17.5116      18.1741
      18.8330      19.4881      20.1388      20.7848      21.4256      22.0607
      22.6896      23.3118      23.9266      24.5337      25.1323      25.7218
      26.3015      26.8708      27.4289      27.9750      28.5084      29.0283
      29.5337      30.0238      30.4977      30.9544      31.3930      31.8124
      32.2118      32.5901      32.9463      33.2795      33.5888      33.8733
      34.1322      34.3649      34.5706      34.7491      34.8999      35.0231
      35.1187      35.1872      35.2292      35.2457      35.2381      35.2080
      35.1576      35.0893      35.0061      34.9112      34.8084      34.7017
      34.5956      34.4950      34.4047      34.3302      34.2768      34.2502
      34.2558      34.2993      34.3861      34.5214      34.7104      34.9579
      35.2684      35.6460      36.0947      36.6178      37.2187      37.9001
      38.6647      39.5149      40.4527      41.4804      42.5998      43.8128
      45.1216      46.5282      48.0349      49.6442      51.3588      53.1817
      55.1164      57.1665      59.3363      61.6304      64.0537      66.6117
      69.3104      72.1557      75.1547      78.3141      81.6415      85.1443
      88.8305      92.7077      96.7841      101.068      105.565      110.285
      115.233      120.416      125.838      131.505      137.418      143.579
      149.988      156.643      163.539      170.669      178.023      185.591
      193.356      201.301      209.405      217.644      225.990      234.414
      242.884      251.364      259.818      268.207      276.491      284.631
      292.585      300.313      307.776      314.937      321.761      328.213
      334.265      339.890      345.066      349.773      353.998      357.730
      360.962      363.694      365.925      367.662      368.913      369.690
      370.008      369.883      369.334      368.382      367.047      365.352
      363.321      360.975      358.340      355.436      352.287      348.915
      345.341      341.585      337.665      333.601      329.410      325.106
      320.706      316.223      311.669      307.056      302.395      297.695
      292.965      288.213      283.445      278.668      273.888      269.109
      264.336      259.572      254.821      250.086      245.369      240.673
      235.999      231.349      226.725      222.128      217.559      213.020
      208.510      204.032      199.587      195.173      190.794      186.449
      182.140      177.867      173.631      169.433      165.273      161.154
      157.075      153.037      149.042      145.090      141.182      137.320
      133.503      129.734      126.013      122.341      118.718      115.146
      111.625      108.157      104.741      101.379      98.0707      94.8175
      91.6195      88.4772      85.3911      82.3615      79.3887      76.4730
      73.6145      70.8133      68.0696      65.3833      62.7544      60.1827
      57.6681      55.2105      52.8095      50.4648      48.1761      45.9430
      43.7651      41.6419      39.5728      37.5574      35.5950      33.6851
      31.8270      30.0200      28.2635      26.5568      24.8992      23.2899
      21.7282      20.2132      18.7444      17.3208      15.9416      14.6061
      13.3135      12.0630      10.8537      9.68486      8.55575      7.46545
      6.41326      5.39827      4.41974      3.47688      2.56897      1.69516
     0.854687    0.0468341    -0.729190     -1.47411     -2.18868     -2.87363
     -3.52964     -4.15742     -4.75771     -5.33114     -5.87843     -6.40022
     -6.89718     -7.36996     -7.81915     -8.24545     -8.64940     -9.03166
