  itmf,  dt,  <f_i>,  <CW sin theta>,  <Current>,  <Lorenz force>
 12650, 6.174433E-05, 1.368848E-03, 5.784355E-01, 8.777829E+00, 7.926240E+02
 12660, 6.172392E-05, 1.367722E-03, 5.782115E-01, 8.777539E+00, 7.923543E+02
 12670, 6.178888E-05, 1.368281E-03, 5.785845E-01, 8.783303E+00, 7.946144E+02
 12680, 6.171628E-05, 1.366562E-03, 5.781131E-01, 8.780099E+00, 7.927658E+02
 12690, 6.180089E-05, 1.366750E-03, 5.776216E-01, 8.777297E+00, 7.917163E+02
 12700, 6.176261E-05, 1.367216E-03, 5.772488E-01, 8.775379E+00, 7.905360E+02
 12710, 6.175465E-05, 1.365526E-03, 5.775514E-01, 8.780338E+00, 7.923790E+02
 12720, 6.174350E-05, 1.364386E-03, 5.765216E-01, 8.771668E+00, 7.883718E+02
 12730, 6.173622E-05, 1.364701E-03, 5.754298E-01, 8.762791E+00, 7.845658E+02
 12740, 6.172736E-05, 1.365052E-03, 5.753070E-01, 8.763783E+00, 7.850051E+02
 12750, 6.174823E-05, 1.365596E-03, 5.743206E-01, 8.756229E+00, 7.817616E+02
 12760, 6.170917E-05, 1.364182E-03, 5.750300E-01, 8.765201E+00, 7.853511E+02
 12770, 6.172673E-05, 1.363735E-03, 5.745835E-01, 8.762530E+00, 7.839045E+02
 12780, 6.172098E-05, 1.363662E-03, 5.738137E-01, 8.756739E+00, 7.811917E+02
 12790, 6.169474E-05, 1.363424E-03, 5.722441E-01, 8.743271E+00, 7.752518E+02
 12800, 6.173415E-05, 1.362449E-03, 5.719433E-01, 8.742526E+00, 7.751514E+02
 12810, 6.168708E-05, 1.363044E-03, 5.724273E-01, 8.749243E+00, 7.779110E+02
 12820, 6.169072E-05, 1.361967E-03, 5.720932E-01, 8.747735E+00, 7.769678E+02
 12830, 6.169108E-05, 1.362316E-03, 5.717866E-01, 8.746536E+00, 7.763245E+02
 12840, 6.173905E-05, 1.362369E-03, 5.711881E-01, 8.742511E+00, 7.744822E+02
 12850, 6.167578E-05, 1.361217E-03, 5.714450E-01, 8.746644E+00, 7.759435E+02
 12860, 6.169514E-05, 1.360793E-03, 5.717867E-01, 8.751595E+00, 7.777725E+02
 12870, 6.169854E-05, 1.360628E-03, 5.719352E-01, 8.754927E+00, 7.789875E+02
 12880, 6.170002E-05, 1.360190E-03, 5.714240E-01, 8.751441E+00, 7.771546E+02
 12890, 6.173983E-05, 1.360460E-03, 5.716998E-01, 8.756044E+00, 7.790635E+02
 12900, 6.170169E-05, 1.360401E-03, 5.710576E-01, 8.751211E+00, 7.765480E+02
 12910, 6.171697E-05, 1.359620E-03, 5.712723E-01, 8.755262E+00, 7.781173E+02
 12920, 6.169566E-05, 1.358773E-03, 5.710640E-01, 8.755023E+00, 7.777898E+02
 12930, 6.167029E-05, 1.359006E-03, 5.706313E-01, 8.752471E+00, 7.763743E+02
 12940, 6.175995E-05, 1.358090E-03, 5.713991E-01, 8.762026E+00, 7.803960E+02
 12950, 6.172527E-05, 1.355748E-03, 5.715345E-01, 8.764884E+00, 7.810622E+02
 12960, 6.172951E-05, 1.356052E-03, 5.712640E-01, 8.763872E+00, 7.803399E+02
 12970, 6.171168E-05, 1.355494E-03, 5.702259E-01, 8.755272E+00, 7.764123E+02
 12980, 6.173499E-05, 1.355517E-03, 5.703037E-01, 8.757902E+00, 7.773028E+02
 12990, 6.170022E-05, 1.354069E-03, 5.702562E-01, 8.759319E+00, 7.777421E+02
 13000, 6.173890E-05, 1.354526E-03, 5.701197E-01, 8.759699E+00, 7.775617E+02
 13010, 6.168357E-05, 1.353438E-03, 5.690226E-01, 8.750679E+00, 7.734261E+02
 13020, 6.169575E-05, 1.353688E-03, 5.694029E-01, 8.756449E+00, 7.758109E+02
 13030, 6.169097E-05, 1.353395E-03, 5.700220E-01, 8.764366E+00, 7.789366E+02
 13040, 6.174839E-05, 1.353377E-03, 5.710053E-01, 8.775870E+00, 7.833963E+02
 13050, 6.174923E-05, 1.351484E-03, 5.701539E-01, 8.768775E+00, 7.798349E+02
 13060, 6.171436E-05, 1.351540E-03, 5.697113E-01, 8.766130E+00, 7.785250E+02
 13070, 6.175260E-05, 1.350983E-03, 5.691053E-01, 8.762032E+00, 7.766111E+02
 13080, 6.172785E-05, 1.351487E-03, 5.684566E-01, 8.757414E+00, 7.744261E+02
 13090, 6.169773E-05, 1.350872E-03, 5.681744E-01, 8.756556E+00, 7.738749E+02
 13100, 6.175409E-05, 1.350547E-03, 5.698532E-01, 8.775144E+00, 7.815801E+02
 13110, 6.174562E-05, 1.348692E-03, 5.697406E-01, 8.775505E+00, 7.811177E+02
 13120, 6.168906E-05, 1.347986E-03, 5.697779E-01, 8.777374E+00, 7.814581E+02
 13130, 6.171165E-05, 1.347796E-03, 5.694190E-01, 8.775558E+00, 7.803907E+02
 13140, 6.171122E-05, 1.347354E-03, 5.680324E-01, 8.763714E+00, 7.752364E+02
 13150, 6.170159E-05, 1.347053E-03, 5.683606E-01, 8.768816E+00, 7.772266E+02
 13160, 6.170499E-05, 1.345240E-03, 5.690287E-01, 8.777301E+00, 7.805019E+02
 13170, 6.173164E-05, 1.345741E-03, 5.685058E-01, 8.773675E+00, 7.785213E+02
 13180, 6.175597E-05, 1.345141E-03, 5.685246E-01, 8.775566E+00, 7.790420E+02
 13190, 6.173285E-05, 1.344840E-03, 5.686303E-01, 8.778262E+00, 7.799123E+02
 13200, 6.175095E-05, 1.343678E-03, 5.685890E-01, 8.779697E+00, 7.801698E+02
 13210, 6.178232E-05, 1.343564E-03, 5.679588E-01, 8.775140E+00, 7.779624E+02
 13220, 6.174047E-05, 1.342895E-03, 5.679135E-01, 8.776566E+00, 7.783518E+02
 13230, 6.169670E-05, 1.342321E-03, 5.675096E-01, 8.774276E+00, 7.770627E+02
 13240, 6.170622E-05, 1.342125E-03, 5.664757E-01, 8.765893E+00, 7.731828E+02
 13250, 6.169241E-05, 1.341519E-03, 5.669130E-01, 8.772117E+00, 7.756404E+02
 13260, 6.170124E-05, 1.340772E-03, 5.665532E-01, 8.770403E+00, 7.746988E+02
 13270, 6.171633E-05, 1.340094E-03, 5.669045E-01, 8.775586E+00, 7.765929E+02
 13280, 6.171983E-05, 1.340545E-03, 5.671328E-01, 8.779561E+00, 7.779266E+02
 13290, 6.173509E-05, 1.338183E-03, 5.671784E-01, 8.781700E+00, 7.784704E+02
 13300, 6.175766E-05, 1.339474E-03, 5.671110E-01, 8.782820E+00, 7.787013E+02
 13310, 6.171343E-05, 1.337166E-03, 5.663707E-01, 8.776944E+00, 7.756738E+02
 13320, 6.171190E-05, 1.337405E-03, 5.653638E-01, 8.769001E+00, 7.721990E+02
 13330, 6.171321E-05, 1.337011E-03, 5.646024E-01, 8.763555E+00, 7.697396E+02
 13340, 6.169555E-05, 1.337762E-03, 5.638333E-01, 8.758185E+00, 7.673513E+02
 13350, 6.173573E-05, 1.337018E-03, 5.644857E-01, 8.766494E+00, 7.709212E+02
 13360, 6.169728E-05, 1.336347E-03, 5.645110E-01, 8.768231E+00, 7.712243E+02
 13370, 6.172441E-05, 1.335448E-03, 5.644495E-01, 8.769280E+00, 7.713496E+02
 13380, 6.170235E-05, 1.335058E-03, 5.637467E-01, 8.764157E+00, 7.688862E+02
 13390, 6.168591E-05, 1.335655E-03, 5.640728E-01, 8.769153E+00, 7.708737E+02
 13400, 6.167828E-05, 1.334454E-03, 5.635972E-01, 8.766104E+00, 7.692053E+02
 13410, 6.167993E-05, 1.334258E-03, 5.632426E-01, 8.764282E+00, 7.681456E+02
 13420, 6.166831E-05, 1.332498E-03, 5.638401E-01, 8.771794E+00, 7.710968E+02
 13430, 6.171351E-05, 1.332666E-03, 5.636325E-01, 8.771448E+00, 7.706710E+02
 13440, 6.167519E-05, 1.331475E-03, 5.642406E-01, 8.778952E+00, 7.735283E+02
 13450, 6.171831E-05, 1.331156E-03, 5.631045E-01, 8.769433E+00, 7.690663E+02
 13460, 6.169427E-05, 1.331185E-03, 5.633505E-01, 8.773530E+00, 7.705827E+02
 13470, 6.169218E-05, 1.330793E-03, 5.632479E-01, 8.774170E+00, 7.705538E+02
 13480, 6.174266E-05, 1.330150E-03, 5.627431E-01, 8.771075E+00, 7.691171E+02
 13490, 6.168721E-05, 1.329647E-03, 5.627443E-01, 8.772753E+00, 7.695224E+02
 13500, 6.167843E-05, 1.329068E-03, 5.624103E-01, 8.771207E+00, 7.685731E+02
 13510, 6.168436E-05, 1.328334E-03, 5.619194E-01, 8.768157E+00, 7.669883E+02
 13520, 6.167885E-05, 1.328551E-03, 5.621135E-01, 8.771889E+00, 7.685013E+02
 13530, 6.171241E-05, 1.328253E-03, 5.610658E-01, 8.763319E+00, 7.645091E+02
 13540, 6.167478E-05, 1.327496E-03, 5.603215E-01, 8.757863E+00, 7.619246E+02
 13550, 6.167346E-05, 1.327826E-03, 5.594847E-01, 8.751867E+00, 7.593193E+02
 13560, 6.169213E-05, 1.328500E-03, 5.593385E-01, 8.752355E+00, 7.594435E+02
 13570, 6.164277E-05, 1.326449E-03, 5.603126E-01, 8.763309E+00, 7.639920E+02
 13580, 6.166275E-05, 1.327286E-03, 5.604409E-01, 8.766023E+00, 7.646232E+02
 13590, 6.171173E-05, 1.326171E-03, 5.611867E-01, 8.774783E+00, 7.680782E+02
 13600, 6.166790E-05, 1.324746E-03, 5.613350E-01, 8.777464E+00, 7.687886E+02
 13610, 6.165636E-05, 1.324096E-03, 5.599510E-01, 8.765450E+00, 7.632137E+02
 13620, 6.171803E-05, 1.326158E-03, 5.600780E-01, 8.768542E+00, 7.645800E+02
 13630, 6.166213E-05, 1.322806E-03, 5.606782E-01, 8.775885E+00, 7.673175E+02
 13640, 6.169201E-05, 1.323293E-03, 5.602693E-01, 8.773387E+00, 7.658520E+02
 13650, 6.167041E-05, 1.322809E-03, 5.602105E-01, 8.774449E+00, 7.660354E+02
 13660, 6.165394E-05, 1.321635E-03, 5.592508E-01, 8.766625E+00, 7.623560E+02
 13670, 6.172974E-05, 1.322106E-03, 5.599900E-01, 8.775609E+00, 7.661747E+02
 13680, 6.168488E-05, 1.321400E-03, 5.585483E-01, 8.763240E+00, 7.603786E+02
 13690, 6.171987E-05, 1.322107E-03, 5.587878E-01, 8.767445E+00, 7.622437E+02
 13700, 6.166049E-05, 1.320797E-03, 5.588483E-01, 8.769632E+00, 7.628964E+02
 13710, 6.165479E-05, 1.321343E-03, 5.584189E-01, 8.767131E+00, 7.614983E+02
 13720, 6.165049E-05, 1.319292E-03, 5.581541E-01, 8.766082E+00, 7.606994E+02
 13730, 6.167884E-05, 1.320138E-03, 5.580627E-01, 8.767032E+00, 7.610141E+02
 13740, 6.165693E-05, 1.318928E-03, 5.582352E-01, 8.770316E+00, 7.621519E+02
 13750, 6.172038E-05, 1.318692E-03, 5.575973E-01, 8.765717E+00, 7.598644E+02
 13760, 6.166543E-05, 1.317943E-03, 5.579862E-01, 8.771030E+00, 7.618709E+02
 13770, 6.164204E-05, 1.317002E-03, 5.583435E-01, 8.775804E+00, 7.635620E+02
 13780, 6.165725E-05, 1.316830E-03, 5.584377E-01, 8.778348E+00, 7.644103E+02
 13790, 6.165819E-05, 1.315868E-03, 5.572408E-01, 8.768300E+00, 7.596191E+02
 13800, 6.167230E-05, 1.315572E-03, 5.568178E-01, 8.765897E+00, 7.584901E+02
 13810, 6.165410E-05, 1.314510E-03, 5.568944E-01, 8.768518E+00, 7.595191E+02
 13820, 6.167035E-05, 1.315659E-03, 5.563303E-01, 8.764647E+00, 7.574499E+02
 13830, 6.167896E-05, 1.315222E-03, 5.554654E-01, 8.758240E+00, 7.545499E+02
 13840, 6.162169E-05, 1.313286E-03, 5.538841E-01, 8.745165E+00, 7.485192E+02
 13850, 6.168108E-05, 1.313867E-03, 5.540832E-01, 8.749018E+00, 7.504555E+02
 13860, 6.164402E-05, 1.312996E-03, 5.540436E-01, 8.750219E+00, 7.507228E+02
 13870, 6.162670E-05, 1.312601E-03, 5.540075E-01, 8.751467E+00, 7.511611E+02
 13880, 6.163142E-05, 1.312810E-03, 5.528603E-01, 8.742277E+00, 7.467658E+02
 13890, 6.162650E-05, 1.311997E-03, 5.534391E-01, 8.749263E+00, 7.498214E+02
 13900, 6.162343E-05, 1.311244E-03, 5.533218E-01, 8.749647E+00, 7.497697E+02
 13910, 6.161632E-05, 1.310867E-03, 5.529242E-01, 8.747494E+00, 7.484936E+02
 13920, 6.165629E-05, 1.310380E-03, 5.533061E-01, 8.752590E+00, 7.506080E+02
 13930, 6.164529E-05, 1.309622E-03, 5.530897E-01, 8.751940E+00, 7.500088E+02
 13940, 6.163101E-05, 1.310450E-03, 5.525502E-01, 8.748224E+00, 7.480894E+02
 13950, 6.162370E-05, 1.308976E-03, 5.520511E-01, 8.745007E+00, 7.465329E+02
 13960, 6.159386E-05, 1.309852E-03, 5.517269E-01, 8.743545E+00, 7.455905E+02
 13970, 6.160690E-05, 1.308650E-03, 5.518532E-01, 8.746490E+00, 7.469475E+02
 13980, 6.159494E-05, 1.307591E-03, 5.519513E-01, 8.748776E+00, 7.475625E+02
 13990, 6.164729E-05, 1.307967E-03, 5.514644E-01, 8.745761E+00, 7.460576E+02
 14000, 6.162360E-05, 1.307594E-03, 5.498819E-01, 8.732759E+00, 7.399941E+02
 14010, 6.161382E-05, 1.308166E-03, 5.493936E-01, 8.730002E+00, 7.388553E+02
 14020, 6.158916E-05, 1.307838E-03, 5.487539E-01, 8.725784E+00, 7.368313E+02
 14030, 6.160506E-05, 1.307705E-03, 5.490913E-01, 8.730449E+00, 7.389383E+02
 14040, 6.158097E-05, 1.306445E-03, 5.486009E-01, 8.727395E+00, 7.372611E+02
 14050, 6.156828E-05, 1.306303E-03, 5.472892E-01, 8.717115E+00, 7.324046E+02
 14060, 6.157998E-05, 1.305853E-03, 5.475384E-01, 8.720921E+00, 7.341928E+02
 14070, 6.156442E-05, 1.306105E-03, 5.483672E-01, 8.729839E+00, 7.380789E+02
 14080, 6.156909E-05, 1.304779E-03, 5.479095E-01, 8.726927E+00, 7.363957E+02
 14090, 6.160553E-05, 1.304873E-03, 5.477038E-01, 8.726394E+00, 7.359834E+02
 14100, 6.158561E-05, 1.304192E-03, 5.472433E-01, 8.723628E+00, 7.345544E+02
 14110, 6.158359E-05, 1.304027E-03, 5.471592E-01, 8.724460E+00, 7.348946E+02
 14120, 6.158340E-05, 1.303843E-03, 5.475350E-01, 8.729283E+00, 7.367818E+02
 14130, 6.156736E-05, 1.302703E-03, 5.482263E-01, 8.736925E+00, 7.399747E+02
 14140, 6.155516E-05, 1.302371E-03, 5.475128E-01, 8.731501E+00, 7.370871E+02
 14150, 6.158925E-05, 1.302284E-03, 5.465874E-01, 8.724641E+00, 7.339315E+02
 14160, 6.156112E-05, 1.302773E-03, 5.461886E-01, 8.722448E+00, 7.328240E+02
 14170, 6.159084E-05, 1.301774E-03, 5.465599E-01, 8.727467E+00, 7.349863E+02
 14180, 6.159401E-05, 1.301647E-03, 5.461494E-01, 8.725179E+00, 7.337412E+02
 14190, 6.155599E-05, 1.300756E-03, 5.457145E-01, 8.722524E+00, 7.321824E+02
 14200, 6.155962E-05, 1.300208E-03, 5.451497E-01, 8.718889E+00, 7.304055E+02
 14210, 6.157313E-05, 1.301578E-03, 5.446056E-01, 8.715552E+00, 7.287962E+02
 14220, 6.155561E-05, 1.300193E-03, 5.434014E-01, 8.706445E+00, 7.245443E+02
 14230, 6.156822E-05, 1.299463E-03, 5.443369E-01, 8.716297E+00, 7.290827E+02
 14240, 6.155131E-05, 1.300000E-03, 5.432762E-01, 8.708270E+00, 7.251311E+02
 14250, 6.157273E-05, 1.299287E-03, 5.422506E-01, 8.700721E+00, 7.215708E+02
 14260, 6.153615E-05, 1.299488E-03, 5.420843E-01, 8.700835E+00, 7.216478E+02
 14270, 6.154597E-05, 1.299648E-03, 5.419366E-01, 8.700924E+00, 7.216824E+02
 14280, 6.152201E-05, 1.303133E-03, 5.425399E-01, 8.707600E+00, 7.246212E+02
 14290, 6.150583E-05, 1.298815E-03, 5.422728E-01, 8.706450E+00, 7.236542E+02
 14300, 6.153790E-05, 1.300907E-03, 5.414623E-01, 8.700520E+00, 7.207260E+02
 14310, 6.152137E-05, 1.299855E-03, 5.410176E-01, 8.697957E+00, 7.194274E+02
 14320, 6.152588E-05, 1.298889E-03, 5.408721E-01, 8.698146E+00, 7.195302E+02
 14330, 6.153562E-05, 1.297971E-03, 5.409545E-01, 8.700266E+00, 7.203973E+02
 14340, 6.151148E-05, 1.297518E-03, 5.415508E-01, 8.706849E+00, 7.233006E+02
 14350, 6.151874E-05, 1.296999E-03, 5.418237E-01, 8.710457E+00, 7.245030E+02
 14360, 6.157974E-05, 1.295710E-03, 5.414243E-01, 8.708219E+00, 7.233051E+02
 14370, 6.153585E-05, 1.296411E-03, 5.415031E-01, 8.710230E+00, 7.239897E+02
 14380, 6.152524E-05, 1.295132E-03, 5.419558E-01, 8.715476E+00, 7.261023E+02
 14390, 6.156804E-05, 1.294795E-03, 5.418771E-01, 8.716067E+00, 7.260917E+02
 14400, 6.157420E-05, 1.294157E-03, 5.415004E-01, 8.714026E+00, 7.249333E+02
 14410, 6.156029E-05, 1.293416E-03, 5.424085E-01, 8.723622E+00, 7.290991E+02
 14420, 6.153542E-05, 1.293150E-03, 5.426983E-01, 8.727387E+00, 7.302858E+02
 14430, 6.157697E-05, 1.292130E-03, 5.421481E-01, 8.723559E+00, 7.282330E+02
 14440, 6.154947E-05, 1.291681E-03, 5.416324E-01, 8.720224E+00, 7.264793E+02
 14450, 6.155897E-05, 1.291927E-03, 5.414803E-01, 8.720291E+00, 7.263372E+02
 14460, 6.154798E-05, 1.290211E-03, 5.410512E-01, 8.717910E+00, 7.249933E+02
 14470, 6.154330E-05, 1.290243E-03, 5.408601E-01, 8.717672E+00, 7.246532E+02
 14480, 6.156789E-05, 1.289852E-03, 5.407295E-01, 8.717930E+00, 7.245830E+02
 14490, 6.157024E-05, 1.289674E-03, 5.407880E-01, 8.719939E+00, 7.253539E+02
 14500, 6.156307E-05, 1.289881E-03, 5.405881E-01, 8.719539E+00, 7.248454E+02
 14510, 6.152618E-05, 1.288965E-03, 5.406417E-01, 8.721512E+00, 7.254834E+02
 14520, 6.152752E-05, 1.288194E-03, 5.406812E-01, 8.723139E+00, 7.259385E+02
 14530, 6.155734E-05, 1.287195E-03, 5.408474E-01, 8.725955E+00, 7.269230E+02
 14540, 6.154088E-05, 1.287155E-03, 5.404588E-01, 8.723598E+00, 7.254956E+02
 14550, 6.156425E-05, 1.286774E-03, 5.406547E-01, 8.726826E+00, 7.267415E+02
 14560, 6.158655E-05, 1.286047E-03, 5.410825E-01, 8.732182E+00, 7.290025E+02
 14570, 6.156755E-05, 1.285178E-03, 5.410810E-01, 8.733438E+00, 7.291814E+02
 14580, 6.154802E-05, 1.284999E-03, 5.404598E-01, 8.729028E+00, 7.267169E+02
 14590, 6.153649E-05, 1.284082E-03, 5.406073E-01, 8.731730E+00, 7.277292E+02
 14600, 6.153318E-05, 1.283784E-03, 5.412725E-01, 8.739154E+00, 7.308395E+02
 14610, 6.154994E-05, 1.283745E-03, 5.400730E-01, 8.729476E+00, 7.259685E+02
 14620, 6.155727E-05, 1.282844E-03, 5.400151E-01, 8.730385E+00, 7.262084E+02
 14630, 6.155587E-05, 1.282047E-03, 5.403553E-01, 8.734970E+00, 7.280797E+02
 14640, 6.156193E-05, 1.281998E-03, 5.408625E-01, 8.740871E+00, 7.303576E+02
 14650, 6.156717E-05, 1.281138E-03, 5.400242E-01, 8.734496E+00, 7.271778E+02
 14660, 6.156414E-05, 1.281721E-03, 5.395858E-01, 8.732024E+00, 7.258216E+02
 14670, 6.156111E-05, 1.280654E-03, 5.394705E-01, 8.732436E+00, 7.257813E+02
 14680, 6.154906E-05, 1.279999E-03, 5.392433E-01, 8.731838E+00, 7.252318E+02
 14690, 6.155710E-05, 1.279869E-03, 5.389433E-01, 8.730573E+00, 7.244198E+02
 14700, 6.154539E-05, 1.278487E-03, 5.386741E-01, 8.729621E+00, 7.237442E+02
 14710, 6.154935E-05, 1.279736E-03, 5.380663E-01, 8.725629E+00, 7.217078E+02
 14720, 6.154339E-05, 1.279457E-03, 5.372870E-01, 8.720250E+00, 7.190478E+02
 14730, 6.155309E-05, 1.278448E-03, 5.368358E-01, 8.717868E+00, 7.178585E+02
 14740, 6.154245E-05, 1.277762E-03, 5.366221E-01, 8.717440E+00, 7.175261E+02
 14750, 6.152507E-05, 1.277558E-03, 5.362694E-01, 8.715767E+00, 7.165220E+02
 14760, 6.151943E-05, 1.277709E-03, 5.357461E-01, 8.712707E+00, 7.149529E+02
 14770, 6.151107E-05, 1.277681E-03, 5.351178E-01, 8.708651E+00, 7.129120E+02
 14780, 6.156314E-05, 1.277582E-03, 5.353920E-01, 8.712589E+00, 7.148046E+02
 14790, 6.151586E-05, 1.277073E-03, 5.348999E-01, 8.709458E+00, 7.130500E+02
 14800, 6.149882E-05, 1.278228E-03, 5.339197E-01, 8.702351E+00, 7.094521E+02
 14810, 6.149307E-05, 1.277895E-03, 5.331927E-01, 8.697484E+00, 7.070646E+02
 14820, 6.148121E-05, 1.276222E-03, 5.332657E-01, 8.699488E+00, 7.080703E+02
 14830, 6.147681E-05, 1.276735E-03, 5.324714E-01, 8.694008E+00, 7.052528E+02
 14840, 6.148160E-05, 1.276114E-03, 5.309781E-01, 8.682853E+00, 6.997718E+02
 14850, 6.144864E-05, 1.276027E-03, 5.319546E-01, 8.692558E+00, 7.047780E+02
 14860, 6.152626E-05, 1.278586E-03, 5.308969E-01, 8.684935E+00, 7.009100E+02
 14870, 6.144909E-05, 1.276329E-03, 5.307789E-01, 8.685051E+00, 7.008554E+02
 14880, 6.144520E-05, 1.277054E-03, 5.291500E-01, 8.672736E+00, 6.947513E+02
 14890, 6.146408E-05, 1.275699E-03, 5.283364E-01, 8.667619E+00, 6.924950E+02
 14900, 6.144849E-05, 1.275860E-03, 5.281660E-01, 8.667483E+00, 6.925540E+02
 14910, 6.149516E-05, 1.275252E-03, 5.286030E-01, 8.672422E+00, 6.951046E+02
 14920, 6.141232E-05, 1.275090E-03, 5.289900E-01, 8.676592E+00, 6.969426E+02
 14930, 6.142463E-05, 1.274690E-03, 5.281139E-01, 8.670183E+00, 6.934623E+02
 14940, 6.140559E-05, 1.275658E-03, 5.269481E-01, 8.661887E+00, 6.894798E+02
 14950, 6.143171E-05, 1.274974E-03, 5.277267E-01, 8.669517E+00, 6.933799E+02
 14960, 6.150939E-05, 1.273808E-03, 5.279187E-01, 8.672168E+00, 6.945270E+02
 14970, 6.143236E-05, 1.274505E-03, 5.279867E-01, 8.673932E+00, 6.953257E+02
 14980, 6.140523E-05, 1.273572E-03, 5.284177E-01, 8.678344E+00, 6.970316E+02
 14990, 6.143247E-05, 1.273079E-03, 5.275712E-01, 8.672173E+00, 6.937026E+02
 15000, 6.137993E-05, 1.272461E-03, 5.275154E-01, 8.672798E+00, 6.938766E+02
 15010, 6.141549E-05, 1.271539E-03, 5.279646E-01, 8.677886E+00, 6.963113E+02
 15020, 6.143642E-05, 1.270526E-03, 5.276134E-01, 8.676121E+00, 6.951923E+02
 15030, 6.141914E-05, 1.271115E-03, 5.277540E-01, 8.678597E+00, 6.963300E+02
 15040, 6.140497E-05, 1.270372E-03, 5.276696E-01, 8.678955E+00, 6.961891E+02
 15050, 6.148167E-05, 1.271463E-03, 5.272378E-01, 8.676494E+00, 6.948023E+02
 15060, 6.140356E-05, 1.269182E-03, 5.263060E-01, 8.669896E+00, 6.912467E+02
 15070, 6.140343E-05, 1.269443E-03, 5.258936E-01, 8.667889E+00, 6.902758E+02
 15080, 6.150187E-05, 1.270001E-03, 5.255553E-01, 8.666488E+00, 6.895375E+02
 15090, 6.140871E-05, 1.271301E-03, 5.248552E-01, 8.661984E+00, 6.871528E+02
 15100, 6.143786E-05, 1.268811E-03, 5.255062E-01, 8.668590E+00, 6.904923E+02
 15110, 6.144117E-05, 1.268599E-03, 5.244054E-01, 8.660966E+00, 6.865335E+02
 15120, 6.138689E-05, 1.268495E-03, 5.223731E-01, 8.645821E+00, 6.787394E+02
 15130, 6.142835E-05, 1.268672E-03, 5.219401E-01, 8.643916E+00, 6.782795E+02
 15140, 6.137321E-05, 1.269456E-03, 5.222958E-01, 8.647998E+00, 6.804229E+02
 15150, 6.143967E-05, 1.267808E-03, 5.225197E-01, 8.650909E+00, 6.818432E+02
 15160, 6.137328E-05, 1.268195E-03, 5.211282E-01, 8.641009E+00, 6.766358E+02
 15170, 6.142018E-05, 1.267999E-03, 5.213601E-01, 8.644149E+00, 6.785125E+02
 15180, 6.139202E-05, 1.267813E-03, 5.210115E-01, 8.642338E+00, 6.774079E+02
 15190, 6.137348E-05, 1.268038E-03, 5.208937E-01, 8.642575E+00, 6.775593E+02
 15200, 6.132190E-05, 1.268979E-03, 5.206511E-01, 8.641491E+00, 6.767534E+02
 15210, 6.142415E-05, 1.268148E-03, 5.199248E-01, 8.637060E+00, 6.745125E+02
 15220, 6.132909E-05, 1.266328E-03, 5.190986E-01, 8.631661E+00, 6.716335E+02
 15230, 6.138005E-05, 1.266542E-03, 5.177086E-01, 8.622066E+00, 6.667027E+02
 15240, 6.135159E-05, 1.266881E-03, 5.174412E-01, 8.621254E+00, 6.666327E+02
 15250, 6.136592E-05, 1.266346E-03, 5.176477E-01, 8.624033E+00, 6.682506E+02
 15260, 6.136585E-05, 1.265666E-03, 5.175897E-01, 8.624560E+00, 6.684933E+02
 15270, 6.131096E-05, 1.266322E-03, 5.161972E-01, 8.614814E+00, 6.633045E+02
 15280, 6.135546E-05, 1.265766E-03, 5.159838E-01, 8.614486E+00, 6.634322E+02
 15290, 6.133617E-05, 1.266606E-03, 5.163124E-01, 8.618127E+00, 6.655333E+02
 15300, 6.132013E-05, 1.266872E-03, 5.159745E-01, 8.616483E+00, 6.645581E+02
 15310, 6.130196E-05, 1.266787E-03, 5.139024E-01, 8.601683E+00, 6.565468E+02
 15320, 6.128961E-05, 1.265881E-03, 5.134799E-01, 8.599745E+00, 6.558097E+02
 15330, 6.129259E-05, 1.266982E-03, 5.130469E-01, 8.597726E+00, 6.549759E+02
 15340, 6.127322E-05, 1.268190E-03, 5.125284E-01, 8.594869E+00, 6.536350E+02
 15350, 6.124912E-05, 1.267228E-03, 5.111218E-01, 8.585492E+00, 6.487712E+02
 15360, 6.134873E-05, 1.266648E-03, 5.118542E-01, 8.592138E+00, 6.529537E+02
 15370, 6.124507E-05, 1.266573E-03, 5.114111E-01, 8.589660E+00, 6.516206E+02
 15380, 6.128625E-05, 1.267234E-03, 5.108073E-01, 8.586245E+00, 6.499889E+02
 15390, 6.120816E-05, 1.267579E-03, 5.091645E-01, 8.575051E+00, 6.437808E+02
 15400, 6.123155E-05, 1.267063E-03, 5.081891E-01, 8.569140E+00, 6.410023E+02
 15410, 6.123377E-05, 1.266859E-03, 5.084756E-01, 8.572246E+00, 6.433137E+02
 15420, 6.121005E-05, 1.266474E-03, 5.081595E-01, 8.570700E+00, 6.425364E+02
 15430, 6.122949E-05, 1.267420E-03, 5.079899E-01, 8.570391E+00, 6.426374E+02
 15440, 6.124807E-05, 1.265950E-03, 5.091081E-01, 8.579509E+00, 6.477230E+02
 15450, 6.122103E-05, 1.266159E-03, 5.088746E-01, 8.578420E+00, 6.469221E+02
 15460, 6.121310E-05, 1.265592E-03, 5.082086E-01, 8.574335E+00, 6.445670E+02
 15470, 6.130141E-05, 1.265815E-03, 5.090122E-01, 8.581396E+00, 6.486371E+02
 15480, 6.123495E-05, 1.264898E-03, 5.082386E-01, 8.576365E+00, 6.456368E+02
